text,language
월 일에는 년 단임의 대통령제를 골자로 한 제공화국 헌법이 공포되고 이듬해 제공화국이 출범했다,korean
제공화국은 경제 안정에 매진하는 한편 년에는 년 아시안 게임 년 서울 올림픽 등을 유치하기도 했다,korean
또한 야간통행금지 해제 및 교복 자율화 등의 유화 조치를 내걸어 국민들의 불만을 잠재우기도 했다,korean
그러나 다른 한편으로는 권위주의적인 독재체제를 성립하고 민주주의 탄압 및 고문정치사찰용공조작으로 대변되는 인권 유린행위를 자행했으며 정경유착부정축재친인척 비리가 빈발했다,korean
년 월 박종철이 고문으로 치사하는 사건이 터지자 정부 퇴진과 민주화 요구의 목소리는 더욱 커졌다,korean
이에 정부는 호헌조치를 취하며 개헌할 의도가 없음을 내세웠고 국민들의 민주화 요구는 더욱 빗발쳐 월 항쟁으로 이어졌다,korean
마침내 전두환 대통령은 민정당 총재 노태우를 통해 선언을 발표하면서 국민의 개헌 요구를 수용했다,korean
개정된 헌법에 따라 치러진 제대 대통령 선거에서는 여당 노태우가 당선되었고 년 월 취임식과 함께 제공화국은 막을 내린다,korean
년 월 일 당시 민주정의당 총재이자 대통령 후보였던 노태우가 대통령 직선제 등을 주 내용으로 하는 선언을 발표했다,korean
이로써 야권의 정치 참여가 허용되었으며 년 치러진 제대 총선에서는 사상 최초의 여소야대 국회가 나왔다,korean
또한 전두환 측근에 대한 사법조치를 단행국정감사하고 민간인들을 정계에 대폭 고용하기도 했다과거와의 단절,korean
외교 면에서 노태우 정부는 북방정책을 추진해 구 소련을 비롯한 공산권 국가들과의 수교 등 관계 개선에 주력했다,korean
그러나 노태우도 전두환처럼 군인 출신이었고 사태를 주도하고 공 성립 과정에 깊숙히 관여한 인물이라는 한계가 있었다,korean
노태우 정부도 정경유착은 물론 비자금 형성민간인 사찰고문 등 공의 파쇼 정치를 그대로 답습했다,korean
이는 결국 민주화 시위 등으로 이어졌고 노태우는 이른바 공 황태자로 불리던 박철언을 후계자로 지명했지만 여당 내에서도 불만이 터져나왔으며 끝내 김영삼을 후계자로 택할 수밖에 없었다,korean
년 치러진 제대 대선에서 민주자유당의 김영삼 후보가 당선되어 년에 취임하면서 대한민국은 이른바 문민정부 시대로 접어들었다,korean
문민정부는 하나회 군부 숙청 금융실명제 표현의 자유 허용 역사 바로 세우기 운동 지방자치 단체장 선거 부활 OECD 가입 등의 업적을 남겼다,korean
하지만 대한항공기 괌 추락 사고 우암상가아파트 성수대교와 삼풍백화점 붕괴 사고 등의 대형 사고가 일어나 사회적인 혼란을 겪기도 했다,korean
또한 자유방임적 시장경제와 세계화를 추구하면서 준비없는 대규모 개방을 강행했고 외환관리에 실패해 IMF 구제금융사건을 초래하였다,korean
년 제대 대선에서 새정치국민회의의 김대중 후보가 당선되면서 헌정 사상 최초의 평화적인 정권교체가 실현되었다,korean
국민의 정부는 자유주의 경제정책 추진과 금모으기 운동 등을 통해 년까지 외채를 조기 상환해 IMF 관리 체제에서 벗어났으며 국제 기준에 맞춘 자율적인 구조조정 체제를 도입해 기업의 체질 개선 등을 단행했다,korean
특히 대북관계에 있어서 햇볕정책을 추진하기 위해 분단 이후 처음으로 평양을 방문 김정일 국방위원장과 남북정상회담을 하였다,korean
그러나 남북정상회담을 위해 억 원에 달하는 현금을 북한 정권에게 불법 송금했다는 혐의가 사후 드러나 큰 비판을 받았다,korean
대북유화책을 추진했지만 연평해전 핵실험 등 북한의 지속적인 도발이 계속되어 햇볕정책의 실효성에 의문이 제기되었다,korean
또한 IMF 위기 극복을 위해 국민의 정부가 추진했었던 신자유주의 정책은 승자 독식의 기형적 사회구조를 구축했다는 비판이 있으며 지나친 구조조정과 기업 매각 등으로 대량의 실업자를 양산했다는 부정적 평가가 일부 존재한다,korean
년 대통령 탄핵 소추를 겪으며 위기를 맞았으나 여론의 반발과 헌법재판소의 탄핵 기각 결정으로 마무리되었다,korean
같은해 열린 총선에서 여당인 열린우리당이 탄핵역풍을 맞은 야당을 누르고 과반수 의석을 차지하면서 국정 탄력을 받았다,korean
진실 화해를 위한 과거사 정리위원회 설치를 통한 과거사 정리 세종특별자치시 추진으로 균형 발전을 꾀했다는 평가를 받았다,korean
하지만 참여정부는 보수진영의 반발이라는 현실을 고려하지 않은 이상주의적 개혁과 대통령의 과격한 발언 등으로 보수층과 중도층의 반발을 불러왔고 노무현 대통령의 형인 노건평 씨의 측근 비리 등 각종 악재로 인하여 임기 중반에 지지율이 하락하기도 하였다,korean
진보진영에서 선출된 대통령이었지만 신자유주의와 친미 외교정책을 펼치는 등 진영논리에 따른 정부가 아닌 보수 진보를 넘어 합리적이고 실용적인 정치를 추구하였다,korean
년 제대 대선에서는 한나라당의 이명박 후보가 대통령에 당선되면서 보수진영의 정권교체가 이뤄졌다,korean
이명박 정부는 선진화 원년과 공약을 내세워 경제 활성화를 추구하였으나 년 미국발 세계 금융 위기의 여파로 인한 경제적 위기와 한미 FTA 체결 과정에서 광우병소 수입 반대 촛불집회로 인한 정치적 위기를 동시에 겪었다,korean
고환율정책으로 금융위기의 안정적 극복을 이뤄냈으며 년 G 서울 정상회의 개최 년 평창동계올림픽 유치 년 핵안보정상회의 개최로 대표되는 외교적 성과를 거뒀다,korean
그러나 대강 사업과 자원외교의 비리 의혹 국정원 여론조작과 미디어법 개정으로 인한 언론 장악 논란 세종시 수정안 등 재임 기간 동안 사회적으로 많은 비판과 논란을 불러일으키기도 했다,korean
국정원 선거 개입 의혹으로 출범부터 논란에 휩싸였고 이어 잇따른 인사 실패로 국정운영에 어려움을 겪었다,korean
더구나 년 월 세월호 참사와 년 메르스 사태 등 국가적 재난 대책에 미숙한 모습을 드러내었으며 창조경제와 노동개혁 국정교과서 추진 한일 위안부 합의 등 여러 정책에 대해 사회적 비판과 갈등을 겪었다,korean
년 제대 총선에서 여소야대 국면에 처하면서 정치적 난관에 처한 박근혜 정부는 같은해 월 민간인 신분인 최순실 씨의 국정 농단 사태가 폭로됨에 따라 박근혜 대통령 퇴진 운동이 시작되었고 국회가 박근혜 대통령 탄핵 소추안을 가결시키며 박근혜 대통령의 권한이 정지 황교안 대통령 권한대행 체제가 확립되었다,korean
년 월 일 헌법재판소의 탄핵 인용으로 박근혜 대통령은 헌정 사상 최초로 파면된 대통령이 되었다,korean
년 전임 대통령의 파면으로 조기에 치러진 제대 대선에서는 더불어민주당의 문재인 후보가 대통령으로 당선되며 진보진영으로의 정권교체가 이뤄졌다,korean
문재인 정부는 탈권위주의 정책 및 적폐 청산 노선으로 임기 초 높은 지지율을 누리는 한편으로 코리아 패싱과 한반도 긴장 고조로 인한 외교적 난관 속에서도 경색된 남북관계를 전환시키고자 노력하였다,korean
년 평창 동계올림픽의 성공적 개최와 맞물려 전개된 남북관계 화해 국면에 따라 판문점 회담과 평양 회담을 여는 동시에 북미회담을 통한 비핵화 협상 주선에 힘썼다,korean
이와 더불어 년 코로나 유행의 방역에서 선방하면서 긍정적 평가를 받았고 국정농단의 여파로 인한 야당의 입지 약화와 함께 년 지방선거와 년 총선에서 여당의 유례없는 압도적 승리라는 정치적 안정을 이루는 계기가 되었다,korean
문재인 정부는 소득주도성장론을 내세우며 최저임금 인상 근로시간 단축을 추진하고 탈원전 추구 가상화폐 규제 등의 경제정책을 펼쳐나가는 과정 속에서 사회적 찬반론을 불러일으켰으며 계속되는 경기불황과 부동산 대책 실패로 비판 여론을 받았다,korean
또 년 더불어민주당원 댓글 조작 사건과 년 여권 인사의 미투 운동 연루 년 조국 법무부장관 임명 논란 등 정부와 여당의 도덕성 논란이 부정적 평가에 일조함과 동시에 년 남북 단일팀 추진과 대북 석탄 밀수 사건 년 남북공동연락사무소 폭파로 인한 남북관계 경색 등에 있어서도 반발 여론이 끊이지 않았다,korean
대통령이 임명하는 국무총리가 존재하며 국회의원이 국무총리 및 국무위원의 직을 겸직할 수 있는 사실은 이에 기인한다,korean
대한민국 정부는 입법권을 갖는 대한민국 국회와 행정권을 갖는 대한민국 행정부 사법권을 갖는 대한민국 법원으로 구성되며 이는 권력기관의 상호 견제로 국민의 자유와 권리를 보장하기 위함이다,korean
년 월 일 남한에서만 총선거가 실시되어 제헌 국회가 구성되었고 제헌 국회에 의해 월 일 대한민국 제헌 헌법이 제정되었다,korean
대한민국 헌법 제호로서 대한민국 제헌 헌법은 대한민국 제헌 국회에 의해 년 월 일 공포되었다,korean
현행 헌법은 년 월 항쟁의 성과로서 년 단임제의 대통령 직선제를 근간으로 삼권 분립을 실현하고 국민의 자유와 권리를 보장하는 자유민주주의를 실현하고 있다,korean
대한민국의 정당 정치는 비교적 정당의 수명이 짧고 정당 간 합당이나 분당이 자주 일어나는 특징이 있다,korean
대 국회는 문재인 정부 여당이자 현재 원내 제당인 더불어민주당과 제야당으로 더불어민주당과 동일한 원내 교섭단체를 구성하는 국민의힘이 있다,korean
교섭단체는 국회의원 인 이상이 모여 결성하는 단체로 석 이상을 확보한 정당은 교섭단체의 지위에 오른다,korean
대한민국 임시정부의 입법부였던 임시의정원을 기원으로 두고 있으며 년 월 일 구성된 제헌국회가 대한민국 최초의 국회이다,korean
매년 회의 정기회일 이내와 일 이내의 임시회가 열리며 회기 중에 국회는 법의 의결권과 예산안의 심사 국정 감사와 헌법에 명시된 기관장의 임명 동의 및 조약의 체결 및 비준 동의 등의 활동을 한다,korean
대한민국 국회의원의 임기는 년이며 임기 중 의사진행과 관한 발언에 대한 면책특권과 회기 중 불체포특권을 가진다,korean
공직선거법에 따른 피선거권을 충족한 인물로 국회의원 총선거나 재선거 및 보궐선거 혹은 대한민국 중앙선거관리위원회의 비례대표 의석승계 결정에 따라 선출된다,korean
대한민국 국회의장과 부의장은 국회의원 중에서 본회의의 무기명 투표를 거쳐 선출되며 그 임기는 국회 회기의 절반에 해당되는 년이다,korean
대한민국의 행정부에 해당하는 대한민국 정부는 대통령을 수반으로 하여 입법부에서 법률로써 정한 사안들을 실행한다,korean
그러나 한 번 거부한 법률을 국회가 다시 통과시킨다면단 국회는 재적의원 과반수의 출석과 분의 의 동의를 얻어야 한다,korean
대통령은 조약을 체결비준하고 외교사절을 신임접수 또는 파견하며 선전포고와 강화를 할 권한을 가지고 있으며 국군을 통수하며 공무원 임명을 할 수 있는 등 국정 전반에 걸쳐 방대한 권한을 행사한다,korean
대통령의 유고 시 국무총리가 대통령의 권한을 대행하게 되며 국무총리가 유고시 경제부총리 겸 기획재정부 장관 사회부총리 겸 교육부 장관 순으로 권한을 대행한다,korean
대한민국의 사법부는 헌법 제장에 따른 법원과 헌법 제장에 따른 헌법재판소로 관할권에 따라 이원화되어 있다,korean
법원은 헌법재판을 제외한 모든 사건에 대해 포괄적인 관할권을 가지며 대법원을 최고 법원으로 하고 있다,korean
대다수의 현대 국가들과 마찬가지로 대한민국의 일반법원은 재판에 있어서 공정한 심판을 위해 널리 심제를 채택하고 있다,korean
대한민국 헌법 제조 제항에 따라 대법원이 최고 법원으로서 상고심을 관할하며 그 밑에 법원조직법 제편에 따라 민사형사 등 일반분야사건을 폭넓게 관할하는 일반법원으로서 고등법원 지방법원 및 그 지원과 지적재산권가사행정 등 전문분야사건을 관할하는 전문법원으로서 특허법원 가정법원 행정법원 회생법원이 설치되어 있다,korean
한편 헌법 제조 제항에 따른 특별법원으로서 군사법원법에 따라 각 국군 부대에 설치된 군사법원이 군사재판을 할 수 있으나 그 상고심최종심급은 대법원이 관할한다,korean
헌법 제조에 따라 대법원장은 국회의 동의를 얻어 대통령이 임명하고 대법관은 대법원장의 제청에 따라 국회 동의를 거쳐 대통령이 임명한다,korean
헌법 제조에 따라 대법원장 및 대법관의 임기는 년으로 규정되어 있고 대법원장은 중임이 불가능하다,korean
사법권의 독립이 이루어지지 않은 불의한 역사의 반성에서 년 헌법을 개정하여 사법권이 법원에 있는 원칙의 예외로 설치한 헌법재판소에서는 법률이 헌법에 위배되는지를 판가름하는 위헌법률심판 대통령을 비롯한 공무원의 탄핵 소추를 심사하는 탄핵심판 위헌 정당의 해산 여부를 심사하는 정당해산심판 권한쟁의심판 헌법소원심판을 등 헌법재판에 관해 사법권을 행사한다,korean
헌법재판소의 재판관은 총 명이며 대통령 국회 대법원장이 각각 명씩 선출하고 대통령이 임명한다,korean
현행 헌법은 사법부를 이루는 법원과 헌법재판소에 사법권의 독립을 보장하기 위해 헌법 제조 제조 제조를 통해 법관대법관 및 재판관의 신분보장을 헌법상 명시함으로써 사법권의 독립을 보장하고 있다,korean
뿐만 아니라 법원과 헌법재판소는 각각 법원행정처와 헌법재판소사무처를 통해 자체적으로 예산과 인사 등 사법행정을 구현하고 있어 외부로부터의 영향력을 적게 받고 있다,korean
법체계의 측면에서 볼 때 대한민국의 사법부는 관할에 따라 여러 개의 최고 법원을 두는 독일 프랑스처럼 대륙법계에 가까운 형태로 조직되어 있으며 불고불리의 원칙에 따라 당사자로부터 소訴가 제기된 경우에만 재판을 할 수 있다,korean
다만 재판의 진행방식에 있어서는 모든 종류의 사건에서 직권주의와 당사자주의가 혼재된 것으로 평가된다,korean
이처럼 대한민국의 사법부는 다양한 현대적 선진 사법제도의 요소를 다수 도입하고 있음에도 불구하고 전관예우 유전무죄 등 표현으로 상징되는 재판의 공정성 및 사법제도 전반에 대한 일반인들의 불신이 대단히 높은 것으로 알려져 있다,korean
대한민국의 전 지역은 개의 특별시 개의 광역시 개의 도 개의 특별자치도 개의 특별자치시로 나뉜다,korean
특별자치도는 자치시가 아닌 행정시를 둘 수 있으며 행정시는 특별자치도지사 직속기관으로서 기초지방자치단체로서의 권한이 없다,korean
광역자치단체인 도 하위의 인구 만 이상의 자치시에는 일반구를 둘 수 있는데 일반구도 기초자치단체로서의 권한이 없기 때문에 특별시광역시의 자치구와 구별된다,korean
이는 대한민국을 한반도의 유일한 합법정부로 선언하는 성격을 가지고 있어 조선민주주의인민공화국을 영토고권을 침해하는 반국가단체로 규정하는 근거가 된다,korean
때문에 대한민국은 휴전선 이북 영토를 관할하는 이북도위원회를 안전행정부 관할로 두어 형식상의 도지사와 시장 군수 등을 선출하고 있다,korean
함경북도 함경남도 평안북도 평안남도 황해도 미수복 강원도 미수복 경기도 및 예하 시군 관할 대한민국 헌법의 관점으로 볼 때 현재 대한민국의 최동단은 동해 상의 독도 서단은 압록강의 비단섬 남단은 제주도의 남쪽 바다에 위치한 마라도 북단은 함경북도 온성군 부근이 된다,korean
대한민국이 영유권을 주장하는 지역은 조선민주주의인민공화국이 실효지배중인 지역과 대한민국이 실효지배중인 지역과 거의 같으나 중화인민공화국이 실효 지배중인 백두산 천지 북부에 대하여 영유권을 주장하여 대한민국의 지도 상에 백두산 천지 전체를 대한민국의 영토로 표시하고 있다,korean
이밖에 러시아가 실효지배중인 녹둔도에 대하여 지도상으로는 표시하고 있지 않으나 영유권을 주장하고 있다,korean
년 월 일 이후 한반도의 북위 도선 이남 지역 거주자들의 자유 선거를 통하여 년 공식적인 민주주의 국가로 나아갔다,korean
대한민국은 년 월 유엔 총회 결의 제호를 통해 유엔으로부터 한국 대다수 주민이 살고 있으며 유엔이 감시 가능한 지역선 이남 지역에서 주민의 자유로운 의사에 따라 탄생한 한국 유일한 정부로서 합법 정부로 승인받았다,korean
이와 관련하여 대한민국 정부가 년에 유엔 감시 하에 선거를 실시한 한반도 남반부와 부속도서에서만 유일한 합법 정부라는 주장이 있다,korean
한편 국제법 상의 관례와 통설 대한민국의 헌법재판소는 조선민주주의인민공화국이 UN에 가입하였다 하여 가맹국들 상호 간에도 당연히 그 국가성이 승인되는 것은 아니고 또 그러한 의무가 있는 것이 아니다,korean
라고 판시하여 대한민국은 조선민주주의인민공화국의 국가성을 원칙적으로 부정하고 있으나 대한민국 정부가 수립될 때 한반도가 분단되어 있어 국가 성립 요소인 국민 영토 주권이 인정되는 지역은 한반도 남반부와 부속도서이었다는 점과 이후 년 남북 공동 성명 년 남북 기본 합의서 년 남북 공동선언 등에 의하여 상호 공존을 약속하고 대한민국과 조선민주주의인민공화국이 별개의 독립된 주권국가로 인정되는 일부 국제법규와 대한민국 헌법의 시각이 대치되어 문제점이 존재한다,korean
휴전선을 사이에 두고 이웃한 조선민주주의인민공화국과는 한국 전쟁을 겪은 뒤 적대적인 관계가 유지되었다,korean
김대중과 노무현 정부는 햇볕 정책 곧 대북유화책을 시도했으나 차후 북한의 핵무기와 미사일 개발 등 대남 도발 행위로 인해 중단되었다,korean
이명박과 박근혜 정부는 연평도 도발 천안함 폭침 목함 지뢰 사건 등이 발생함과 동시에 대북 강경정책을 실시했고 이에 따라 남북 관계가 상대적으로 경색되었다,korean
대한민국은 현재 유엔 회원국 중 조선민주주의인민공화국 시리아 쿠바 등 개국과 외교 관계가 없으며 이 중 조선민주주의인민공화국을 국가로 인정하지 않는다,korean
그렇지만 현재 대한민국과 중화민국 양국은 양국 수도에 서로 대표부타이베이 대표부를 설치하여 운영 중에 있고 상호 간의 왕래와 민간교류는 자유롭다,korean
과거에는 통상에 관한 업무를 전문적으로 관장하기 위해 외교통상부 산하 통상교섭본부를 설치해 운영하였으나 정부조직 개편에 따라 산업통상자원부로 이관되었다,korean
대한민국의 영토인 독도 이어도 등에 대하여 이웃한 일본 중화인민공화국이 각각 영유권을 주장하고 있다,korean
현재 대한민국은 유엔과 WTO OECD 그리고 G의 구성원이며 또한 APEC와 동아시아 정상회의의 창립 가맹국이며 미국의 주요 비NATO 동맹국MNNA이다,korean
대한민국은 조선민주주의인민공화국의 수립 당시부터 현재까지 국가로 승인하지 않으며 조선민주주의인민공화국 정부에 대하여 국제법상 교전단체의 지위만을 인정한다,korean
또한 대한민국은 대한민국 헌법을 비롯한 국내법상 조선민주주의인민공화국이 차지하고 있는 지역 일체를 대한민국의 고유한 영토로 간주하고 있으며 따라서 자국 영토를 불법적으로 점거하는 반국가단체로 본다,korean
국민의 정부 당시 최초의 남북정상회담이 개최되었으며 조선민주주의인민공화국과의 물자 교류는 참여정부 말까지 활발했으나 조선민주주의인민공화국의 대남 도발 등으로 인해 년 금강산 관광 산업 개성공단까지 중지된 상태이였지만 남북회담을 통해 재가동하기로 했다,korean
그러나 년 이후 조선민주주의인민공화국이 계속해서 대남 도발 핵 실험 미사일 발사 등을 진행함에 따라 다시 중지되었다,korean
대한민국과 미국의 관계는 세기 중반인 년 조선의 통상을 요구하던 제너럴셔먼호 사건으로 거슬러 올라간다,korean
그 뒤 운요호 사건을 계기로 조선은 쇄국정책을 풀고 세계열강과 통상조약을 맺게 되자 미국은 년에 조선과 통상조약을 맺어 공식적으로 외교관계를 가지게 된다,korean
그러나 이러한 관계는 년 을사조약 뒤부터 뒤틀어졌는데 당시 미국 제대 대통령 시어도어 루스벨트의 딸인 엘리스 루스벨트가 미국을 대표하여 대한제국에 방문했을 때 고종의 환대에도 없는 사람 취급하였고 고종의 아내였던 명성황후 무덤 앞의 말 조각상에서 앉아 사진을 찍는 무례함을 범했기 때문이다,korean
년 대한민국은 미국의 원조로 민주 정부를 수립하였고 그 이래로 미국의 대량 원조를 통해 매우 광범위하게 발전하여 왔다,korean
미국은 한국 전쟁년년 당시 유엔군을 조직하여 대한민국 편에서 참전하여 절대적인 역할을 하였고 휴전 이후에도 주한 미군이 계속 주둔하고 있고 대한민국은 주한미군에 의한 군사적 보호속에서 매우 긴밀한 동맹관계를 유지해 오고 있다,korean
제공화국 때는 부산 미국문화원 방화사건도 있었고 년대 들어서 주한미군 한강 독극물 무단 방류 사건 미군 장갑차 여중생 압사 사건 등으로 일부 반미 감정이 고조되기도 하였다,korean
이후 이명박 정부가 출범하면서 미국산 쇠고기 수입 협상 논란은 촛불 시위로 비화되어 년 미국산 쇠고기 수입 협상 논란을 겪었다,korean
제차 세계대전 당시의 전범들을 숭배하는 야스쿠니 신사 참배 문제나 독도 문제 동해 명칭 문제 일본군 위안부도 민감한 문제이다,korean
일본의 고이즈미 준이치로 내각과 아베 신조 내각 당시에는 한일 셔틀외교가 중단되는 등 양국 관계가 멀어졌으나 아시아 외교를 중시하는 일본 후쿠다 야스오하토야마 유키오 내각의 출범과 한일 관계를 보다 중시하는 대한민국의 이명박 정부가 출범한 이후 관계가 개선과 악화를 반복하다가 일본 민주당 하토야마 유키오 총리가 취임하면서 한일 관계가 강화되었다,korean
년대에 들어서는 일본에서 한국 문화에 대한 선호도가 높아지면서 이른바 한류 열풍이 불어 양국 간 교류가 많이 증진되었다,korean
그러나 역사영토독도 문제 등 여러 부분에서 논란이 계속되고 있고 일본이 집단자위권을 강화함으로써 양국 관계도 점차 경직되어가고 있다,korean
년에 발발한 한국 전쟁에서 대한민국의 국군과 유엔군은 계속 북진하여 평양을 넘어 압록강까지 도달했지만 중국인민지원군이 조선민주주의인민공화국을 지원하여 한국의 영토를 무단으로 침입하였다,korean
그 후에 중화인민공화국과는 적대 관계가 되었으며 중화인민공화국과는 년까지 외교 관계를 맺지 않고 있었다,korean
그러나 대한민국은 중화인민공화국과 년 공식 수교하면서 기존의 중화민국과 단교하여 오늘에 이르고 있다,korean
년 주한 미군의 고고도 미사일 방어 체계THAAD 배치 추진과 미・중 무역 갈등 문제 등 국제 사회에서의 충돌로 인하여 한중 관계가 악화되고 있다,korean
러시아는 구 소비에트 연방의 법통을 이어받은 나라로 자본주의와 공산주의 국가 간의 갈등이었던 동・서 냉전으로 인해 대한민국과는 적대적인 관계였으나 탈냉전 이후에 한소수교가 년에 전격적으로 이루어졌으며 소련 붕괴 이후의 러시아와 경제 문화 우주기술협력 군사불곰사업 등에서 밀접한 관계를 추진해나가기 시작했다,korean
하지만 녹둔도 문제를 포함해서 연해주 등 잠재된 영토 문제가 아직 남아있지만 남북분단으로 인해 가시화되지는 않았다,korean
대한민국은 조선민주주의인민공화국과의 대립으로 인해 일찍부터 군사력을 증강시켜 왔으며 년대까지는 양적 위주의 성장을 추진했으나 년대 들어 새로운 무기 기술의 개발과 발달로 인해 질적 성장을 이루었다,korean
대한민국 국군의 경우 여군은 기갑 포병 잠수함 병과에는 진출할 수 없었으나 년 월 창군이래 최초 여군 포병장교가 탄생하였고 기갑병과에도 여군이 진출함에 따라 다양한 병과에서 여군들이 활약하고 있다,korean
대한민국 육군은 병력 약 명 전차 약 대 장갑차 약 대 견인포자주포다연장 로켓포 약 문 유도무기 기 헬기 기를 보유하고 있다,korean
년 월 육군에는 현재 개 사단전방 기계화보병사단 개 그 외 상비 사단 개 향토 방위 개 동원 예비군 개으로 이루어져 있다,korean
년까지 군사령부와 군사령부를 지상작전사령부로 통합하며 개의 지역군단수도방위사령부도 지역군단으로 함과 개의 기동군단으로 개편하고 향토사단 자체는 존치하며 동원사단은 개로 줄이고 전 부대를 기계화부대로 편성한다,korean
전투력 향상을 위해 고글무릎팔꿈치보호대장갑방탄복야간 야시장비스코프도트사이트광학장비를 지급하고 보병장비 개인장비 장구류 군장이 늘어나고 저격소총 옵션장비 사격장 인당 교탄증가가 되었다,korean
시가전 능력을 향상시키기 위해 신속대응 훈련과 CQB 훈련과 시가전 훈련을 자주 진행 중이다,korean
대한민국 공군의 장비는 FK 대 KF Block 대와 FCD Block PB형 여대 FE 대 퇴역 중 KFEF 제공호와 FE 타이거 II 대 T 러시아제 훈련기 IL 대 KT 기본 훈련기 대 KA 전선항공통제기경공격기 대 T 고등 훈련기 대대 생산 확정 TB 블랙 이글스 대를 보유 중이며 TA 전술입문기 LIFT 대를 운용 중이고 KF에 버금가는 다목적 전투기인 FA 대를 도입 중에 있다,korean
FE KFEF 제공호와 FE 타이거 II등은 지속적으로 도태되고 있어서 FE 타이거 II KFEF 제공호는 FA 대로 대체되고 FE는 FA로 대체되며 T 훈련기 대 역시 기체 노후화로 한국항공우주산업이 개발한 KC 나라온으로 대체된다,korean
수송기는 전략 전술 수송기인 CJ 대 CH 대 CNM 대가 있으며 VIP 수송용으로 대한항공에서 임차한 보잉 대를 비롯해 보잉 대 VCN 대 VC 대 BAe 대가 있다,korean
정찰기로는 호커기를 개조한 금강정찰기와 백두정찰기 RFC 대 RKF 대를 보유 운용하고 있으며 공중 조기 경보 통제기 보잉 E 피스아이 대를 운용 중이며 회전익 항공기 헬기는 구조,korean
탐색용인 HH 페이브호크 HH 치누크 카모프 Ka가 있으며 병력 수송용인 벨 UH 블랙호크 등이 있다,korean
사병들의 전투력 향상을 위해 소화기 실탄 사격장 및 인당 실탄사격 훈련의 내실화와 사병들의 개인 장비도 지속적으로 개선하고 있다,korean
공군 전력사업 중에서 가장 큰 규모의 사업인 한국형 전투기 사업인 KFX 사업과 차기 대통령전용기 사업인 VCX사업 원격지원전자전기 사업 스텔스 무인 전투기UCAV의 개발 및 사업을 진행 중이며 최근 KCX 사업의 최종 후보로 에어버스 A MRTT가 선정 대 구매를 체결하였다,korean
대한민국 해군예하 해병대 포함은 병력 약 명 잠수함 약 척 전투함정 약 척 지원함정 척 대잠헬기 및 해상초계기 대를 보유하고 있고 차기 군함들을 비롯해 모든 군함들은 선체 전체에 광범위하게 스텔스 설계를 적용하고 레이다 반사율을 줄이기 위해 경사설계를 적용한다,korean
대한민국 해병대는 대한민국 해군 예하에 편성되어 있는 군으로서 국가 전략 기동군으로서 해병대는 상륙작전을 수행한다,korean
대한민국 해군예하 해병대 포함은 병력 약 명 잠수함 약 척 전투함정 약 척 지원함정 척 헬기해상초계기 약 대 KA 전차와 K 자주포 상륙돌격장갑차KAAVPA 등의 기갑 차량 상륙 장비를 보유하고 있다,korean
대한민국 해병대는 년 월 일 경상남도 진해시에서 초대 지휘관에 신현준 중령이 임명되고 해군 장교 명 부사관 명 병 명으로 창설되었다,korean
해군 예하의 국가 전략기동군으로서 상륙 작전을 주임무로 하며 그 외 김포 강화 포항 경주 진해 제주 도서지역 등 방어 상륙작전을 하고 예비군 교육 및 훈련 등의 임무도 수행한다,korean
년 기준으로 개 사단과 개 여단을 보유하고 있고 이외에도 연평도와 진해 제주도 및 기타 여러 도서 지역들에도 해병 부대들을 주둔시키고 있다,korean
년 월 일 정부를 수립할 때 대한민국은 자유 평등과 창의를 존중하고 보장하며 공공복리의 향상을 위하여 이를 보호하고 조정하는 의무를 진 체제를 채택하였다,korean
②균형있는 국민경제의 성장 및 안정과 적정한 소득의 분배를 유지하고 시장의 지배와 경제력의 남용을 방지하며 경제주체간의 조화를 통한 경제의 민주화를 위하여 경제에 관한 규제와 조정을 할 수 있다,korean
이승만 정부의 경제관료 양성으로 시작된 경제는 혁명으로 세워진 장면 정부가 기존에 양성된 경제관료를 중심으로 경제 개발 계획이 준비되었으나 군사정변 발발로 실행되지 못했다,korean
년대 박정희 정부의 주도로 경제 개발 계획을 성실히 수행하였으며 경공업 육성을 통해 본격적인 산업화를 시작했다,korean
년 이후 박정희 정부의 중화학공업 발전 정책으로 철강 전자 조선 산업 등이 크게 발달하며 수출을 증대 시키고 국가 경제를 매우 빠른 속도로 성장 시켰다,korean
년대 전두환 정부 때에는 저호황과 중화학공업 과잉 투자 조정으로 하여금 세계적인 수준의 공업국가로 올라섰다,korean
년대 고속 경제 성장으로 한때 중화민국 홍콩 싱가포르와 함께 아시아의 네 마리 호랑이혹은 아시아의 네 마리 용로 불렸으며 년에는 사상 처음으로 국민소득 만 달러를 넘어섰다,korean
그러나 성장 촉진 정책으로 누적된 병폐는 년 외환위기로 IMF 구제금융사건을 겪으면서 한계를 노출하게 했고 새로 출범한 김대중 정부는 정보통신산업을 새로운 성장 동력으로 하고 세계적인 닷컴 버블 경제세 편승하여 년 만에 상당부분 회복하고 경제위기를 해결했음을 선언했지만 비정규직이라는 새로운 고용 환경을 낳은 고용 유연화에 따른 노동 불안정과 대량 해고 청년 실직자 문제 니트족 현상 등의 부작용이 함께 나타났다,korean
